,agency_name,acrs_report_type,crash_date_time,number_of_lanes,at_fault,collision_type,weather,light,driver_substance_abuse,first_harmful_event,latitude,longitude,hit_run,road_grade,surface_condition,traffic_control,junction,intersection_type,road_alignment,road_condition,road_division,route_type,road_name
649,Montgomery,Injury Crash,2025-04-30 16:25:00,3,Driver,Single Vehicle,Cloudy,Daylight,Not Suspected,Pedestrian,39.14215337,-77.19338117,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Municipality Route,N Summit Ave
650,Montgomery,Property Damage Crash,2025-04-30 16:20:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.10631932,-76.91867579,No,Level,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Curve Right,No Defects,"Divided, Depressed Median",County Route,Mcknew Rd
651,Gaithersburg,Property Damage Crash,2025-04-30 16:00:00,2,Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.11775977,-77.20331089,No,Level,Dry,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,Curve Left,No Defects,"Divided, Raised Median (Curbed)",Municipality Route,Washingtonian Blvd
652,Montgomery,Property Damage Crash,2025-04-30 15:46:00,3,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.17946781,-77.24030745,No,Level,Dry,Other,Intersection Or Related,Angled/Skewed,Curve Right,No Defects,"Divided, Raised Median (Curbed)",County Route,Middlebrook Rd
654,Montgomery,Injury Crash,2025-04-30 15:18:00,2,Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.12726433,-77.1500405,No,"Downhill, Level",Dry,Other,Intersection Or Related,Perpendicular,"Curve Left, Straight",No Defects,Not Divided,County Route,Redland Rd
655,Montgomery,Property Damage Crash,2025-04-30 15:00:00,"2, 3",Unknown,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,38.9903467,-77.02393678,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Fenton St
656,Montgomery,Injury Crash,2025-04-30 14:55:00,1,Driver,Other,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08795383,-76.96372317,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Briggs Chaney Rd
657,Montgomery,Property Damage Crash,2025-04-30 14:53:00,1,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Tree (Standing),39.12332355,-77.02642794,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Norwood Rd
658,Montgomery,Property Damage Crash,2025-04-30 14:06:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.10182867,-77.1549715,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Hungerford Dr
659,Montgomery,Property Damage Crash,2025-04-30 14:00:00,1,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,"Other Post, Pole, Or Support",39.0470848,-77.02965681,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Kemp Mill Rd
660,Montgomery,Property Damage Crash,2025-04-30 13:40:00,2,Driver,Single Vehicle,Clear,Daylight,Unknown,Other Non-Fixed Object,39.16801402,-77.20505374,No,Level,Dry,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",County Route,Montgomery Village Ave (Sb/L)
661,Rockville,Property Damage Crash,2025-04-30 13:10:00,2,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0584668,-77.12637924,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Municipality Route,Rollins Ave
662,Montgomery,Property Damage Crash,2025-04-30 12:23:00,"2, 4",Driver,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.03392667,-77.0724102,No,"Downhill, Level",Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,University Blvd W (Wb/L)
663,Montgomery,Property Damage Crash,2025-04-30 12:19:00,5,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,39.17845767,-77.26675324,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Middlebrook Rd (Wb/L)
664,Montgomery,Injury Crash,2025-04-30 11:52:00,2,Both,Single Vehicle,Clear,Daylight,Not Suspected,Pedestrian,38.97946486,-77.09862167,No,Level,Dry,Traffic Signals,Crossover-Related,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",County Route,Arlington Rd
665,Montgomery,Injury Crash,2025-04-30 10:56:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.2811192,-77.31493954,No,"Downhill, Uphill",Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Frederick Rd
666,Montgomery,Injury Crash,2025-04-30 10:37:00,4,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.1648262,-77.22747418,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd (Sb/L)
667,Montgomery,Injury Crash,2025-04-30 08:23:00,1,Driver,Single Vehicle,Cloudy,Daylight,Not Suspected,Pedestrian,38.96877864,-77.10251028,No,Level,Wet,Human/Pedestrian Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Local Route,Capital Crescent Tr
668,Montgomery,Property Damage Crash,2025-04-30 08:20:00,5,Driver,Angle,Cloudy,Daylight,Not Suspected,Motor Vehicle In Transport,38.96490982,-77.10389468,No,Level,Dry,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,Undisclosed
669,Montgomery,Injury Crash,2025-04-30 08:15:00,1,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Bridge Rail,39.12229685,-76.92586127,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,Undisclosed
670,Montgomery,Injury Crash,2025-04-30 08:15:00,1,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.14462881,-77.14465134,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Not Divided, Not Divided, With A Continuous Left-Turn Lane",County Route,Redland Rd
671,Montgomery,Property Damage Crash,2025-04-30 07:50:00,5,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.11795494,-77.25240035,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Darnestown Rd (Wb/L)
672,Rockville,Property Damage Crash,2025-04-30 07:45:00,2,Driver,Front To Rear,Clear,Daylight,Unknown,Motor Vehicle In Transport,39.08114932,-77.15112218,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",Municipality Route,Fleet St
673,Montgomery,Injury Crash,2025-04-30 07:44:00,2,Driver,"Sideswipe, Same Direction",Clear,Daylight,"Alcohol, Illegal Drugs",Parked Vehicle,39.18341593,-77.26970119,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Locbury Dr
675,Montgomery,Property Damage Crash,2025-04-30 02:47:00,4,Unknown,"Sideswipe, Same Direction",Rain,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.01337781,-77.03699352,No,Level,Wet,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",Interstate (State),Capital Beltway
677,Montgomery,Property Damage Crash,2025-04-29 21:19:00,4,Driver,Angle,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.14755666,-77.16909948,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Midcounty Hwy (Nb/L)
678,Montgomery,Injury Crash,2025-04-29 19:40:00,1,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,Tree (Standing),39.04645785,-77.01113534,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Lamberton Dr
679,Montgomery,Injury Crash,2025-04-29 19:33:00,2,Driver,"Sideswipe, Same Direction",Clear,Dusk,Not Suspected,Motor Vehicle In Transport,39.04669392,-77.20672356,No,Level,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,County Route,Glen Rd
680,Montgomery,Injury Crash,2025-04-29 19:27:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,38.97705842,-77.08447442,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,Undisclosed
682,Mcpark,Injury Crash,2025-04-29 19:15:00,2,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,Pedalcycle,39.01179769,-77.06792851,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Government Route,Beach Dr
683,Montgomery,Property Damage Crash,2025-04-29 18:46:00,2,Driver,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.09775508,-77.2012138,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Curve Right,No Defects,"Divided, Raised Median (Curbed)",County Route,Medical Center Dr
684,Montgomery,Property Damage Crash,2025-04-29 18:22:00,2,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.14452557,-77.0468201,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Olney Sandy Spring Rd
685,Montgomery,Property Damage Crash,2025-04-29 18:02:00,1,Unknown,"Sideswipe, Opposite Direction",Clear,Daylight,Unknown,Parked Vehicle,39.16957374,-77.20993043,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,North Kindly Ct
686,Montgomery,Injury Crash,2025-04-29 17:45:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Utility Pole/Light Support,39.03842198,-77.0522798,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Curve Right,No Defects,Not Divided,County Route,Undisclosed
687,Montgomery,Property Damage Crash,2025-04-29 17:23:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.14489273,-76.96468952,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Ednor Rd
688,Montgomery,Property Damage Crash,2025-04-29 16:43:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.1258934,-77.18298936,No,Level,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Maryland (State) Route,Frederick Rd (Sb/L)
689,Montgomery,Property Damage Crash,2025-04-29 16:15:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05117477,-76.97948229,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Us (State),Columbia Pike
690,Montgomery,Property Damage Crash,2025-04-29 16:14:00,0,Unknown,Single Vehicle,Clear,Daylight,Unknown,Other Non-Fixed Object,38.99798434,-77.02475713,Yes,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Ellsworth Dr
691,Montgomery,Property Damage Crash,2025-04-29 15:57:00,4,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08370767,-76.95189033,No,Level,Dry,Other,Crossover-Related,Non-Intersection,Straight,No Defects,Not Divided,County Route,Old Columbia Pike
692,Montgomery,Property Damage Crash,2025-04-29 15:54:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0473822,-76.98583001,Unknown,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Us (State),Columbia Pike (Sb/L)
693,Montgomery,Property Damage Crash,2025-04-29 15:45:00,1,Driver,Front To Rear,Clear,Daylight,Not Suspected,Parked Vehicle,39.299616,-77.1995105,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Not Divided, With A Continuous Left-Turn Lane",Spur,Undisclosed
694,Montgomery,Property Damage Crash,2025-04-29 15:41:00,1,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Parked Vehicle,39.06291759,-77.04002551,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Billman La
695,Montgomery,Property Damage Crash,2025-04-29 15:06:00,2,Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,38.96366283,-77.08963617,No,"Downhill, Uphill",Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,N Park Ave
696,Montgomery,Injury Crash,2025-04-29 14:45:00,3,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0461085,-76.987552,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Us (State),Columbia Pike
697,Montgomery,Injury Crash,2025-04-29 14:30:00,2,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.18521263,-77.20356926,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Torrey Pond Pl
699,Montgomery,Injury Crash,2025-04-29 13:55:00,"1, 2",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05281231,-77.1065165,No,"Downhill, Level",Dry,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,"Curve Left, Curve Right",No Defects,"Divided, Raised Median (Curbed)",County Route,Parklawn Dr (Sb/L)
700,Montgomery,Property Damage Crash,2025-04-29 13:14:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.16286767,-77.21062519,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Carlsbad Rd
702,Montgomery,Property Damage Crash,2025-04-29 11:37:00,3,Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05443257,-77.05058288,No,Level,Dry,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed), Not Divided",Maryland (State) Route,Georgia Ave (Sb/L)
703,Montgomery,Injury Crash,2025-04-29 11:32:00,1,Unknown,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0637855,-77.06449033,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Valleywood Dr
704,Montgomery,Property Damage Crash,2025-04-29 11:20:00,3,Driver,"Sideswipe, Opposite Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.09687833,-77.194535,No,Level,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Straight,No Defects,"Divided, Raised Median (Curbed)",Municipality Route,Fallsgrove Blvd (Wb/L)
705,Montgomery,Property Damage Crash,2025-04-29 10:55:00,4,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,Pedalcycle,39.03279503,-77.07516486,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Local Route,Perry Ave
706,Montgomery,Property Damage Crash,2025-04-29 10:21:00,1,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,38.98308866,-77.09229001,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Right,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Other Public Roadway,Waverly St
707,Montgomery,Property Damage Crash,2025-04-29 09:54:00,1,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05692656,-76.94860376,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Calverton Blvd
708,Rockville,Injury Crash,2025-04-29 09:52:00,3,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,"Other Post, Pole, Or Support",39.11721161,-77.16916659,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Maryland (State) Route,Frederick Rd (Sb/L)
709,Montgomery,Property Damage Crash,2025-04-29 08:41:00,5,Unknown,Front To Rear,Clear,Daylight,Unknown,Motor Vehicle In Transport,39.19259906,-77.24291978,Unknown,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Maryland (State) Route,Frederick Rd (Sb/L)
710,Montgomery,Property Damage Crash,2025-04-29 08:26:00,"3, 4",Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.01146417,-76.978953,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed), Not Divided",County Route,Dilston Rd
711,Montgomery,Property Damage Crash,2025-04-29 07:29:00,3,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08760332,-77.07970809,No,Downhill,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Depressed Median",County Route,Heathfield Rd
712,Montgomery,Property Damage Crash,2025-04-29 07:23:00,1,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Parked Vehicle,39.09888237,-77.20276389,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Medical Center Dr (Wb/L)
714,Montgomery,Property Damage Crash,2025-04-29 02:00:00,3,Unknown,Single Vehicle,Clear,Dark - Lighted,Not Suspected,Curb,39.00296767,-77.005407,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Undisclosed
715,Montgomery,Property Damage Crash,2025-04-29 00:23:00,2,Driver,Single Vehicle,Clear,Dark - Not Lighted,Not Suspected,Ditch,39.10526827,-77.03851326,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Undisclosed
716,Montgomery,Property Damage Crash,2025-04-28 22:08:00,2,Unknown,"Sideswipe, Same Direction",Clear,Dark - Lighted,Unknown,Motor Vehicle In Transport,39.08014621,-77.07861728,Unknown,Uphill,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,"Not Divided, Not Divided, With A Continuous Left-Turn Lane",County Route,Undisclosed
717,Montgomery,Property Damage Crash,2025-04-28 21:43:00,5,Driver,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.16714167,-77.17272667,No,Level,Dry,No/Unknown/Miscellaneous Control,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,Not Divided,County Route,Undisclosed
